user_supplied_name,submitted_name,data_source_id,data_source_title,gni_uuid,matched_name2,classification_path,classification_path_ranks,classification_path_ids,taxon_id,edit_distance,imported_at,match_type,match_value,prescore,score,current_taxon_id,current_name_string,kingdom,phylum,class,order,family,genus,species
"Anthopleura sola Pearse & Francis, 2000","Anthopleura sola pearse & francis, 2000",11,GBIF Backbone Taxonomy,98968536-4b0e-58e5-a909-2f1a4da690de,Anthopleura sola,Animalia|Cnidaria|Anthozoa|Actiniaria|Actiniidae|Anthopleura|Anthopleura sola,kingdom|phylum|class|order|family|genus|species,1|43|206|705|5688|2256813|2256825,2256825,0,2024-01-12T01:58:01Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura sola
Deinandra fasciculata (DC.) Greene,Deinandra fasciculata (dc.) greene,11,GBIF Backbone Taxonomy,2eedb2f5-f56b-5899-9d9f-5453dea0f10d,Deinandra fasciculata,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Deinandra|Deinandra fasciculata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3106606|3145375,3145375,0,2024-01-11T22:22:34Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Deinandra,Deinandra fasciculata
Eriogonum fasciculatum Benth.,Eriogonum fasciculatum benth.,11,GBIF Backbone Taxonomy,436d81bf-4bba-527b-944d-f5153de9f6d4,Eriogonum fasciculatum,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Eriogonum|Eriogonum fasciculatum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|2416|8381158|2889433,2889433,0,2024-01-11T21:18:53Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum,Eriogonum fasciculatum
"Otospermophilus beecheyi (Richardson, 1829)","Otospermophilus beecheyi (richardson, 1829)",11,GBIF Backbone Taxonomy,3645ae9e-a682-5f2f-8350-3fa5e8a46180,Otospermophilus beecheyi,Animalia|Chordata|Mammalia|Rodentia|Sciuridae|Otospermophilus|Otospermophilus beecheyi,kingdom|phylum|class|order|family|genus|species,1|44|359|1459|9456|4827939|8080937,8080937,0,2024-01-11T22:20:57Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus beecheyi
"Cyprinus carpio Linnaeus, 1758","Cyprinus carpio linnaeus, 1758",11,GBIF Backbone Taxonomy,03dff01c-c52c-54b8-8376-2df76ab6a0c6,Cyprinus carpio,Animalia|Chordata|Cypriniformes|Cyprinidae|Cyprinus|Cyprinus carpio,kingdom|phylum|order|family|genus|species,1|44|1153|7336|2347697|4286975,4286975,0,2024-01-11T22:40:17Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio,NA
"Circus hudsonius (Linnaeus, 1766)","Circus hudsonius (linnaeus, 1766)",11,GBIF Backbone Taxonomy,0fc556ca-24e3-536f-9884-ce0c3b20c5ef,Circus hudsonius,Animalia|Chordata|Aves|Accipitriformes|Accipitridae|Circus|Circus cyaneus|Circus cyaneus hudsonius,kingdom|phylum|class|order|family|genus|species|subspecies,1|44|212|7191147|2877|2480481|2480487|5229175,6101217,0,2024-01-12T01:27:17Z,1,Exact string match,8|0|0,0.999,5229175,"Circus cyaneus hudsonius (Linnaeus, 1766)",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,Circus cyaneus
Salvia leucophylla Greene,Salvia leucophylla greene,11,GBIF Backbone Taxonomy,dd331ec2-7d3b-521c-b1d5-c623f231e8d7,Salvia leucophylla,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Salvia|Salvia leucophylla,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2497|2926981|2927023,2927023,0,2024-01-12T01:00:31Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia leucophylla
"Branta canadensis (Linnaeus, 1758)","Branta canadensis (linnaeus, 1758)",11,GBIF Backbone Taxonomy,1d147ff5-e292-5b09-90d3-e8700cf8ef07,Branta canadensis,Animalia|Chordata|Aves|Anseriformes|Anatidae|Branta|Branta canadensis,kingdom|phylum|class|order|family|genus|species,1|44|212|1108|2986|2498190|5232437,5232437,0,2024-01-12T05:27:15Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Ambrosia chamissonis (Less.) Greene,Ambrosia chamissonis (less.) greene,11,GBIF Backbone Taxonomy,3f168ba3-f87e-5251-9c61-3c1c418b6db4,Ambrosia chamissonis,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Ambrosia|Ambrosia chamissonis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3110576|3110718,3110718,0,2024-01-11T22:18:55Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia,Ambrosia chamissonis
Comarostaphylis diversifolia (Parry) Greene,Comarostaphylis diversifolia (parry) greene,11,GBIF Backbone Taxonomy,0a23ba4c-a199-5eaa-8b69-5a8fd9971bc2,Comarostaphylis diversifolia,Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Comarostaphylis|Comarostaphylis diversifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1353|2505|2882662|2882663,2882663,0,2024-01-12T03:49:26Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Comarostaphylis,Comarostaphylis diversifolia
Rhus ovata S.Watson,Rhus ovata s.watson,11,GBIF Backbone Taxonomy,ae31d451-0e6b-5e6e-b34d-6f87bf0eb0c4,Rhus ovata,Plantae|Tracheophyta|Magnoliopsida|Sapindales|Anacardiaceae|Rhus|Rhus ovata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|933|2398|3190534|3190541,3190541,0,2024-01-12T02:28:35Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,Rhus ovata
"Coccinella septempunctata Linnaeus, 1758","Coccinella septempunctata linnaeus, 1758",11,GBIF Backbone Taxonomy,c399baeb-7e9a-51fd-9452-9071849d87a0,Coccinella septempunctata,Animalia|Arthropoda|Insecta|Coleoptera|Coccinellidae|Coccinella|Coccinella septempunctata,kingdom|phylum|class|order|family|genus|species,1|54|216|1470|7782|1043502|4990191,4990191,0,2024-01-11T21:21:34Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella septempunctata
"Sceloporus occidentalis Baird & Girard, 1852","Sceloporus occidentalis baird & girard, 1852",11,GBIF Backbone Taxonomy,3fda87bc-e871-5924-9b9e-e9496b919f4f,Sceloporus occidentalis,Animalia|Chordata|Squamata|Phrynosomatidae|Sceloporus|Sceloporus occidentalis,kingdom|phylum|class|family|genus|species,1|44|11592253|5016|2451143|2451234,2451234,0,2024-01-12T01:09:14Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Squamata,Phrynosomatidae,Sceloporus,Sceloporus occidentalis,NA
"Uria aalge (Pontoppidan, 1763)","Uria aalge (pontoppidan, 1763)",11,GBIF Backbone Taxonomy,b4799db6-bf8b-56d7-9e01-decbb0fd5825,Uria aalge,Animalia|Chordata|Aves|Charadriiformes|Alcidae|Uria|Uria aalge,kingdom|phylum|class|order|family|genus|species,1|44|212|7192402|2985|2481338|2481342,2481342,0,2024-01-12T00:43:11Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,Uria aalge
Ceanothus leucodermis Greene,Ceanothus leucodermis greene,11,GBIF Backbone Taxonomy,82544ed7-6911-5e46-b7c6-45dd7c99000e,Ceanothus leucodermis,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Ceanothus|Ceanothus leucodermis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|2407|3039297|3039329,3039329,0,2024-01-12T00:49:59Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ceanothus,Ceanothus leucodermis
"Pipilo maculatus Swainson, 1827","Pipilo maculatus swainson, 1827",11,GBIF Backbone Taxonomy,00c0908d-dd6a-5d3a-b2fb-2db98b77e0ff,Pipilo maculatus,Animalia|Chordata|Aves|Passeriformes|Passerellidae|Pipilo|Pipilo maculatus,kingdom|phylum|class|order|family|genus|species,1|44|212|729|9410667|2491204|9709230,9709230,0,2024-01-11T22:02:38Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Pipilo maculatus
Astragalus trichopodus (Nutt.) A.Gray,Astragalus trichopodus (nutt.) a.gray,11,GBIF Backbone Taxonomy,0a96bd4a-bd6b-51a0-b9cd-6541a68dfd44,Astragalus trichopodus,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Astragalus|Astragalus trichopodus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|2933951|5345103,5345103,0,2024-01-12T00:28:11Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Astragalus,Astragalus trichopodus
Dudleya greenei Rose,Dudleya greenei rose,11,GBIF Backbone Taxonomy,1c4e9ccb-717f-562b-9a79-90aabedc560b,Dudleya greenei,Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Dudleya|Dudleya greenei,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7219248|2406|2985872|2985913,2985913,0,2024-01-11T23:27:15Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,Dudleya greenei
Artemisia tridentata (Nutt.) W.A.Weber,Artemisia tridentata (nutt.) w.a.weber,11,GBIF Backbone Taxonomy,db500123-014f-52f3-8dc3-cae3a43fb596,Artemisia tridentata,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Artemisia|Artemisia tridentata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3120641|9396703,9396703,0,2024-01-11T22:16:15Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia tridentata
Lupinus succulentus Douglas ex K.Koch,Lupinus succulentus douglas ex k.koch,11,GBIF Backbone Taxonomy,afeef858-c8a9-5fa2-a010-c42c0e598bc7,Lupinus succulentus,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Lupinus|Lupinus succulentus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|2963774|2964314,2964314,0,2024-01-11T23:54:23Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus succulentus
"Gibbonsia elegans (Cooper, 1864)","Gibbonsia elegans (cooper, 1864)",11,GBIF Backbone Taxonomy,c1b10d26-e08d-506c-9778-d397bb296113,Gibbonsia elegans,Animalia|Chordata|Perciformes|Clinidae|Gibbonsia|Gibbonsia elegans,kingdom|phylum|order|family|genus|species,1|44|587|4261|2380263|5209313,5209313,0,2024-01-12T03:42:44Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Perciformes,Clinidae,Gibbonsia,Gibbonsia elegans,NA
Cirsium occidentale (Nutt.) Jeps.,Cirsium occidentale (nutt.) jeps.,11,GBIF Backbone Taxonomy,a2fcf92f-eaef-571d-b75c-84bd04e6ff45,Cirsium occidentale,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Cirsium|Cirsium occidentale,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3112554|3114557,3114557,0,2024-01-11T22:16:11Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium occidentale
"Papilio eurymedon Lucas, 1852","Papilio eurymedon lucas, 1852",11,GBIF Backbone Taxonomy,88d64ee4-2963-5376-9d68-b1737cfe761c,Papilio eurymedon,Animalia|Arthropoda|Insecta|Lepidoptera|Papilionidae|Papilio|Papilio eurymedon,kingdom|phylum|class|order|family|genus|species,1|54|216|797|9417|10175914|1937642,1937642,0,2024-01-12T05:43:28Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio eurymedon
Tropaeolum majus L.,Tropaeolum majus l.,11,GBIF Backbone Taxonomy,0bddfb9d-7aea-529b-be94-0b412da51b7e,Tropaeolum majus,Plantae|Tracheophyta|Magnoliopsida|Brassicales|Tropaeolaceae|Tropaeolum|Tropaeolum majus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7225535|6696|2889929|2889934,2889934,0,2024-01-11T21:20:34Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Tropaeolaceae,Tropaeolum,Tropaeolum majus
"Podiceps nigricollis C.L.Brehm, 1831","Podiceps nigricollis c.l.brehm, 1831",11,GBIF Backbone Taxonomy,3929a8b5-cc9b-58ef-a1d9-b0a3c750c6df,Podiceps nigricollis,Animalia|Chordata|Aves|Podicipediformes|Podicipedidae|Podiceps|Podiceps nigricollis,kingdom|phylum|class|order|family|genus|species,1|44|212|7191588|9338|2482049|2482065,2482065,0,2024-01-12T00:14:01Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps nigricollis
"Didelphis virginiana Kerr, 1792","Didelphis virginiana kerr, 1792",11,GBIF Backbone Taxonomy,5cb1990b-f6fa-5e50-bdc1-8e1c25eaec8e,Didelphis virginiana,Animalia|Chordata|Mammalia|Didelphimorphia|Didelphidae|Didelphis|Didelphis virginiana,kingdom|phylum|class|order|family|genus|species,1|44|359|783|5455|7932087|2439923,2439923,0,2024-01-11T21:41:24Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana
Dudleya caespitosa (Haw.) Britton & Rose,Dudleya caespitosa (haw.) britton & rose,11,GBIF Backbone Taxonomy,e587c69a-4cad-51b9-a4d8-ae1217fc927c,Dudleya caespitosa,Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Dudleya|Dudleya caespitosa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7219248|2406|2985872|2985917,2985917,0,2024-01-11T23:27:12Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Dudleya,Dudleya caespitosa
"Spatula discors (Linnaeus, 1766)","Spatula discors (linnaeus, 1766)",11,GBIF Backbone Taxonomy,3e611fd3-f0da-5122-8c08-629a91814cd4,Spatula discors,Animalia|Chordata|Aves|Anseriformes|Anatidae|Spatula|Spatula discors,kingdom|phylum|class|order|family|genus|species,1|44|212|1108|2986|4850990|9422220,9422220,0,2024-01-11T21:34:47Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,Spatula discors
Frankenia salina (Molina) I.M.Johnst.,Frankenia salina (molina) i.m.johnst.,11,GBIF Backbone Taxonomy,a60e6647-60fd-5a7a-adc3-25cd979d1e7c,Frankenia salina,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Frankeniaceae|Frankenia|Frankenia salina,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|2380|2874684|2874688,2874688,0,2024-01-12T01:59:27Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Frankeniaceae,Frankenia,Frankenia salina
"Dysdera crocata C.L.Koch, 1838","Dysdera crocata c.l.koch, 1838",11,GBIF Backbone Taxonomy,9be55733-a45c-5255-9a89-a3137eca1cc9,Dysdera crocata,Animalia|Arthropoda|Arachnida|Araneae|Dysderidae|Dysdera|Dysdera crocata,kingdom|phylum|class|order|family|genus|species,1|54|367|1496|7368|2139257|2139331,2139331,0,2024-01-12T01:05:53Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,Dysdera crocata
"Uta stansburiana elegans Yarrow, 1882","Uta stansburiana elegans yarrow, 1882",11,GBIF Backbone Taxonomy,8b7b1ddd-4c67-5243-8d70-5ed852a92dde,Uta stansburiana elegans,Animalia|Chordata|Squamata|Phrynosomatidae|Uta|Uta stansburiana|Uta stansburiana elegans,kingdom|phylum|class|family|genus|species|subspecies,1|44|11592253|5016|2451479|2451029|6159920,6159920,0,2024-01-12T03:52:46Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Squamata,Phrynosomatidae,Uta,Uta stansburiana,Uta stansburiana elegans
"Dragmacidon mexicanum (de Laubenfels, 1935)","Dragmacidon mexicanum (de laubenfels, 1935)",11,GBIF Backbone Taxonomy,8e887baa-96c7-5a72-9ea7-c30a940bf34a,Dragmacidon mexicanum,Animalia|Porifera|Demospongiae|Axinellida|Axinellidae|Dragmacidon|Dragmacidon mexicanum,kingdom|phylum|class|order|family|genus|species,1|105|199|7626496|8129|2249742|2249792,2249792,0,2024-01-12T00:43:47Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Porifera,Demospongiae,Axinellida,Axinellidae,Dragmacidon,Dragmacidon mexicanum
"Larus occidentalis Audubon, 1839","Larus occidentalis audubon, 1839",11,GBIF Backbone Taxonomy,a65f7fa9-6384-5faa-8823-bd62c7367a03,Larus occidentalis,Animalia|Chordata|Aves|Charadriiformes|Laridae|Larus|Larus occidentalis,kingdom|phylum|class|order|family|genus|species,1|44|212|7192402|9316|2481126|9656686,9656686,0,2024-01-12T05:01:57Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,Larus occidentalis
"Urile penicillatus (J.F.Brandt, 1837)","Urile penicillatus (j.f.brandt, 1837)",11,GBIF Backbone Taxonomy,58e7c34b-0a1e-5cec-b693-e0a36a776e31,Urile penicillatus,Animalia|Chordata|Aves|Suliformes|Phalacrocoracidae|Urile|Urile penicillatus,kingdom|phylum|class|order|family|genus|species,1|44|212|7192775|5268|4851993|10682451,10682451,0,2024-01-12T00:57:44Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile,Urile penicillatus
Quercus chrysolepis Liebm.,Quercus chrysolepis liebm.,11,GBIF Backbone Taxonomy,734b1eef-43a1-56d6-9b47-3822e870cd56,Quercus chrysolepis,Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercus|Quercus chrysolepis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4689|2877951|2879984,2879984,0,2024-01-12T01:06:47Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus chrysolepis
"Buteo lineatus (Gmelin, 1788)","Buteo lineatus (gmelin, 1788)",11,GBIF Backbone Taxonomy,68dea27e-b508-5bdb-ad9f-71de6e676a96,Buteo lineatus,Animalia|Chordata|Aves|Accipitriformes|Accipitridae|Buteo|Buteo lineatus,kingdom|phylum|class|order|family|genus|species,1|44|212|7191147|2877|2480517|2480529,2480529,0,2024-01-12T01:30:37Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo lineatus
Malva assurgentiflora (Kellogg) M.F.Ray,Malva assurgentiflora (kellogg) m.f.ray,11,GBIF Backbone Taxonomy,43491ca7-5ad9-584d-a721-e39eeadc3cc3,Malva assurgentiflora,Plantae|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malva|Malva assurgentiflora,kingdom|phylum|class|order|family|genus|species,6|7707728|220|941|6685|3152364|3935047,3935047,0,2024-01-11T23:59:44Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva,Malva assurgentiflora
Sairocarpus pusillus (Brandegee) D.A.Sutton,Sairocarpus pusillus (brandegee) d.a.sutton,11,GBIF Backbone Taxonomy,195d762c-ae75-577e-87d3-b01bd66c7a66,Sairocarpus pusillus,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Sairocarpus|Sairocarpus nuttallianus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2420|7808699|3171859,3171845,0,2024-01-12T01:48:51Z,1,Exact string match,8|0|0,0.999,3171859,Sairocarpus nuttallianus (A.DC.) D.A.Sutton,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Sairocarpus,Sairocarpus nuttallianus
"Paralabrax nebulifer (Girard, 1854)","Paralabrax nebulifer (girard, 1854)",11,GBIF Backbone Taxonomy,a3a98fd1-65c1-5c95-8f73-1609aa023612,Paralabrax nebulifer,Animalia|Chordata|Perciformes|Serranidae|Paralabrax|Paralabrax nebulifer,kingdom|phylum|order|family|genus|species,1|44|587|8597|2387720|2387738,2387738,0,2024-01-12T04:36:46Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Chordata,Perciformes,Serranidae,Paralabrax,Paralabrax nebulifer,NA
"Euproserpinus phaeton Grote & Robinson, 1865","Euproserpinus phaeton grote & robinson, 1865",11,GBIF Backbone Taxonomy,3bb7f3ca-aa29-5133-80bb-22acae0f707d,Euproserpinus phaeton,Animalia|Arthropoda|Insecta|Lepidoptera|Sphingidae|Euproserpinus|Euproserpinus phaeton,kingdom|phylum|class|order|family|genus|species,1|54|216|797|8868|1862659|1862660,1862660,0,2024-01-12T04:03:45Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Euproserpinus,Euproserpinus phaeton
Epipactis gigantea Douglas,Epipactis gigantea douglas,11,GBIF Backbone Taxonomy,7795054e-01c4-56a9-8845-1edce2627c2c,Epipactis gigantea,Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Epipactis|Epipactis gigantea,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7689|8254469|8144712,8144712,0,2024-01-12T02:07:34Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epipactis,Epipactis gigantea
Plantago lanceolata L.,Plantago lanceolata l.,11,GBIF Backbone Taxonomy,10ff6490-9392-5d73-a466-350084fa0e78,Plantago lanceolata,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Plantago|Plantago lanceolata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2420|3189695|8208358,8208358,0,2024-01-12T01:47:54Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago lanceolata
Solanum laxum Spreng.,Solanum laxum spreng.,11,GBIF Backbone Taxonomy,6eaa75dc-efd6-5cc3-8337-524fa0e83b2b,Solanum laxum,Plantae|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanum|Solanum laxum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1176|7717|2928997|2931714,2931714,0,2024-01-12T01:48:48Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum laxum
"Zerene eurydice (Boisduval, 1855)","Zerene eurydice (boisduval, 1855)",11,GBIF Backbone Taxonomy,fbc65238-74ad-548a-a255-34d19307e563,Zerene eurydice,Animalia|Arthropoda|Insecta|Lepidoptera|Pieridae|Zerene|Zerene eurydice,kingdom|phylum|class|order|family|genus|species,1|54|216|797|5481|1920808|1920810,1920810,0,2024-01-12T04:04:19Z,1,Exact string match,8|0|0,0.999,NA,NA,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Zerene,Zerene eurydice
Leptosyne gigantea Kellogg,Leptosyne gigantea kellogg,11,GBIF Backbone Taxonomy,ce542e28-874f-5fab-902b-d0d75dfaaaa5,Leptosyne gigantea,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Coreopsis|Coreopsis gigantea,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3133864|3134001,3134002,0,2024-01-11T22:20:58Z,1,Exact string match,8|0|0,0.999,3134001,Coreopsis gigantea (Kellogg) H.M.Hall,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Coreopsis,Coreopsis gigantea
Salvia carduacea Benth.,Salvia carduacea benth.,11,GBIF Backbone Taxonomy,93c48259-792a-5c7e-93f5-02a8620936b0,Salvia carduacea,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Salvia|Salvia carduacea,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2497|2926981|2927010,2927010,0,2024-01-12T01:00:34Z,1,Exact string match,8|0|0,0.999,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia carduacea
